1,398,134,200,-65485,-1
1,530,200,300,-65485,-10092340
0,50,200,100,300,-65485
0,70,130,250,270,-65485
198,134,197,140,-10092340
197,140,195,148,-10092340
195,148,193,156,-10092340
193,156,192,162,-10092340
192,162,192,169,-10092340
192,169,192,175,-10092340
192,175,192,181,-10092340
192,181,192,188,-10092340
192,188,192,196,-10092340
192,196,193,203,-10092340
193,203,194,210,-10092340
194,210,194,214,-10092340
194,214,195,216,-10092340
195,216,195,218,-10092340
162,120,162,122,-10092340
162,122,161,123,-10092340
161,123,161,124,-10092340
161,124,162,124,-10092340
162,124,163,124,-10092340
163,124,165,125,-10092340
165,125,167,125,-10092340
167,125,171,126,-10092340
171,126,176,127,-10092340
176,127,183,128,-10092340
183,128,189,129,-10092340
189,129,197,129,-10092340
197,129,204,129,-10092340
204,129,212,129,-10092340
212,129,219,128,-10092340
219,128,226,127,-10092340
226,127,230,126,-10092340
230,126,233,126,-10092340
233,126,233,125,-10092340
233,125,234,125,-10092340
234,125,235,125,-10092340
223,183,225,183,-10092340
225,183,230,183,-10092340
230,183,234,182,-10092340
234,182,239,181,-10092340
239,181,243,181,-10092340
243,181,248,179,-10092340
248,179,252,177,-10092340
252,177,257,176,-10092340
257,176,260,174,-10092340
260,174,263,172,-10092340
263,172,264,170,-10092340
264,170,266,168,-10092340
266,168,267,166,-10092340
267,166,267,163,-10092340
267,163,267,161,-10092340
267,161,266,158,-10092340
266,158,264,156,-10092340
264,156,260,155,-10092340
260,155,255,155,-10092340
255,155,249,155,-10092340
249,155,242,157,-10092340
242,157,236,159,-10092340
236,159,231,163,-10092340
231,163,227,168,-10092340
227,168,223,173,-10092340
223,173,220,178,-10092340
220,178,218,181,-10092340
218,181,216,185,-10092340
216,185,216,190,-10092340
216,190,215,194,-10092340
215,194,215,199,-10092340
215,199,215,202,-10092340
215,202,217,205,-10092340
217,205,219,207,-10092340
219,207,224,208,-10092340
224,208,229,209,-10092340
229,209,236,209,-10092340
236,209,243,209,-10092340
243,209,252,207,-10092340
252,207,262,203,-10092340
262,203,270,200,-10092340
270,200,278,196,-10092340
278,196,282,194,-10092340
316,167,314,167,-10092340
314,167,312,166,-10092340
312,166,310,166,-10092340
310,166,308,166,-10092340
308,166,305,166,-10092340
305,166,302,166,-10092340
302,166,299,167,-10092340
299,167,294,168,-10092340
294,168,289,169,-10092340
289,169,288,171,-10092340
288,171,286,172,-10092340
286,172,285,174,-10092340
285,174,284,175,-10092340
284,175,284,178,-10092340
284,178,286,181,-10092340
286,181,290,184,-10092340
290,184,294,187,-10092340
294,187,300,189,-10092340
300,189,305,191,-10092340
305,191,308,192,-10092340
308,192,311,194,-10092340
311,194,313,194,-10092340
313,194,315,195,-10092340
315,195,315,196,-10092340
315,196,315,197,-10092340
315,197,315,199,-10092340
315,199,315,201,-10092340
315,201,313,203,-10092340
313,203,310,205,-10092340
310,205,308,207,-10092340
308,207,307,207,-10092340
307,207,306,208,-10092340
306,208,305,208,-10092340
305,208,303,208,-10092340
303,208,302,208,-10092340
302,208,301,208,-10092340
373,118,372,122,-10092340
372,122,372,129,-10092340
372,129,371,136,-10092340
371,136,370,144,-10092340
370,144,369,154,-10092340
369,154,368,163,-10092340
368,163,367,173,-10092340
367,173,366,181,-10092340
366,181,366,189,-10092340
366,189,366,193,-10092340
366,193,366,196,-10092340
366,196,366,197,-10092340
366,197,366,198,-10092340
351,179,352,178,-10092340
352,178,357,177,-10092340
357,177,361,176,-10092340
361,176,368,174,-10092340
368,174,375,171,-10092340
375,171,383,169,-10092340
383,169,390,167,-10092340
390,167,397,165,-10092340
397,165,401,164,-10092340
401,164,404,164,-10092340
404,164,406,164,-10092340
271,412,271,408,-65485
271,408,271,402,-65485
271,402,271,394,-65485
271,394,270,387,-65485
270,387,270,381,-65485
270,381,270,373,-65485
270,373,271,364,-65485
271,364,274,355,-65485
274,355,277,345,-65485
277,345,279,334,-65485
279,334,281,325,-65485
281,325,284,319,-65485
284,319,286,315,-65485
286,315,288,313,-65485
288,313,289,312,-65485
289,312,292,311,-65485
292,311,294,311,-65485
294,311,296,311,-65485
296,311,298,311,-65485
298,311,300,311,-65485
300,311,305,312,-65485
305,312,311,312,-65485
311,312,319,315,-65485
319,315,332,319,-65485
256,375,258,375,-65485
258,375,260,375,-65485
260,375,263,375,-65485
263,375,268,376,-65485
268,376,274,376,-65485
274,376,281,376,-65485
281,376,285,376,-65485
285,376,289,376,-65485
289,376,294,376,-65485
294,376,297,376,-65485
297,376,300,376,-65485
300,376,301,376,-65485
301,376,303,376,-65485
303,376,304,376,-65485
304,376,305,376,-65485
305,376,306,376,-65485
319,377,319,378,-65485
319,378,319,382,-65485
319,382,318,386,-65485
318,386,317,392,-65485
317,392,316,398,-65485
316,398,315,403,-65485
315,403,315,408,-65485
315,408,315,412,-65485
315,412,315,416,-65485
315,416,315,418,-65485
315,418,315,420,-65485
315,420,315,418,-65485
319,350,319,351,-65485
319,351,319,352,-65485
364,338,364,339,-65485
364,339,364,345,-65485
364,345,364,353,-65485
364,353,364,362,-65485
364,362,363,374,-65485
363,374,362,384,-65485
362,384,361,394,-65485
361,394,360,402,-65485
360,402,359,407,-65485
359,407,359,410,-65485
359,410,359,412,-65485
359,412,359,414,-65485
359,414,359,415,-65485
359,415,360,415,-65485
360,415,361,415,-65485
378,410,379,410,-65485
379,410,380,410,-65485
380,410,382,409,-65485
382,409,384,409,-65485
384,409,388,407,-65485
388,407,391,406,-65485
391,406,394,404,-65485
394,404,399,401,-65485
399,401,402,398,-65485
402,398,405,395,-65485
405,395,407,393,-65485
407,393,408,390,-65485
